"time","bus","location","direction","alg","count"
22,5,1.03519052146314,-1,"chain",0
23,1,7.67858877555816,1,"chain",3
23,2,4.82010012480196,1,"chain",5
23,3,7.8416001338144,1,"chain",0
23,4,4.8975597131281,1,"chain",5
23,5,1.03049402948513,-1,"chain",0
24,1,7.88455229760622,1,"chain",3
24,2,5.13955412362344,1,"chain",5
24,3,8.26469782424635,1,"chain",0
24,4,5.19604178394281,1,"chain",5
24,5,1.02579753750713,-1,"chain",0
25,1,8.09051581965428,1,"chain",3
25,2,5.45900812244492,1,"chain",5
25,3,8.6877955146783,1,"chain",0
25,4,5.49452385475752,1,"chain",5
25,5,1.02110104552912,-1,"chain",0
26,1,8.29647934170235,1,"chain",3
26,2,5.7784621212664,1,"chain",5
26,3,9.11089320511026,1,"chain",0
26,4,5.79300592557223,1,"chain",3
26,5,1.01640455355111,-1,"chain",0
27,1,8.50244286375041,1,"chain",3
27,2,6.18732226946674,1,"chain",5
27,3,9.53399089554221,1,"chain",0
27,4,6.19699812650102,1,"chain",3
27,5,1.01170806157311,-1,"chain",0
28,1,8.70840638579848,1,"chain",3
28,2,6.59618241766709,1,"chain",4
28,3,9.95708858597416,1,"chain",3
28,4,6.60099032742982,1,"chain",3
28,5,1.0070115695951,-1,"chain",0
29,1,8.91436990784654,1,"chain",1
29,2,7.14381159055717,1,"chain",4
29,3,9.61205324162252,-1,"chain",3
29,4,7.14674393494743,1,"chain",3
29,5,1.00231507761709,-1,"chain",6
30,1,9.20180769730089,1,"chain",1
30,2,7.69144076344725,1,"chain",3
30,3,9.26701789727089,-1,"chain",6
30,4,7.69249754246504,1,"chain",2
30,5,1.35529120936616,1,"chain",6
31,1,9.48924548675524,1,"chain",1
31,2,8.00347029966233,1,"chain",3
31,3,8.89636800835744,-1,"chain",6
31,4,8.12344499788762,1,"chain",2
31,5,1.70826734111524,1,"chain",6
32,1,9.7766832762096,1,"chain",0
32,2,8.3154998358774,1,"chain",3
32,3,8.52571811944399,-1,"chain",6
32,4,8.55439245331021,1,"chain",2
32,5,2.06124347286431,1,"chain",6
33,1,9.8290653932639,1,"chain",0
33,2,8.62752937209248,1,"chain",3
33,3,8.15506823053055,-1,"chain",5
33,4,8.9853399087328,1,"chain",0
33,5,2.41421960461338,1,"chain",6
34,1,9.88144751031821,1,"chain",0
34,2,8.93955890830755,1,"chain",2
34,3,7.50675035696304,-1,"chain",5
34,4,9.07752846345758,1,"chain",0
34,5,2.76719573636246,1,"chain",6
35,1,9.89329522837762,1,"chain",0
35,2,9.29473072163262,1,"chain",2
35,3,7.17519630670387,-1,"chain",5
35,4,9.16971701818235,1,"chain",0
35,5,3.65922513582973,1,"chain",5
36,1,9.90514294643704,1,"chain",0
36,2,9.64990253495769,1,"chain",0
36,3,6.8436422564447,-1,"chain",5
36,4,9.26190557290713,1,"chain",0
36,5,4.20644636060795,1,"chain",5
37,1,9.91699066449645,1,"chain",0
37,2,9.69362997433449,1,"chain",0
37,3,6.51208820618553,-1,"chain",5
37,4,9.35409412763191,1,"chain",0
37,5,4.75366758538618,1,"chain",3
38,1,9.92883838255586,1,"chain",0
38,2,9.73735741371129,1,"chain",0
38,3,6.18053415592636,-1,"chain",3
38,4,9.44628268235669,1,"chain",0
38,5,5.96818083771241,1,"chain",3
39,1,9.94068610061528,1,"chain",0
39,2,9.7810848530881,1,"chain",0
39,3,5.97280333764543,-1,"chain",3
39,4,9.53847123708147,1,"chain",0
39,5,6.21939401290307,1,"chain",3
40,1,9.95253381867469,1,"chain",0
40,2,9.8248122924649,1,"chain",0
40,3,5.76507251936451,-1,"chain",3
40,4,9.63065979180625,1,"chain",0
40,5,6.47060718809374,1,"chain",3
41,1,9.9643815367341,1,"chain",0
41,2,9.8685397318417,1,"chain",0
41,3,5.55734170108358,-1,"chain",3
41,4,9.72284834653102,1,"chain",0
41,5,6.72182036328441,1,"chain",3
42,1,9.97622925479352,1,"chain",0
42,2,9.91226717121851,1,"chain",0
42,3,5.34961088280266,-1,"chain",3
42,4,9.8150369012558,1,"chain",0
42,5,6.97303353847507,1,"chain",2
43,1,9.98807697285293,1,"chain",0
43,2,9.95599461059531,1,"chain",0
43,3,5.14188006452173,-1,"chain",3
43,4,9.90722545598058,1,"chain",0
43,5,7.5614240800453,1,"chain",0
44,1,9.99992469091234,1,"chain",0
44,2,9.99972204997211,1,"chain",0
44,3,4.84486580106662,-1,"chain",3
44,4,9.99941401070536,1,"chain",0
44,5,8.02012213149561,1,"chain",0
45,1,9.74849280046496,-1,"chain",0
45,2,9.31262361208428,-1,"chain",0
45,3,4.5478515376115,-1,"chain",3
45,4,8.72798570137583,-1,"chain",2
45,5,8.47882018294591,1,"chain",0
46,1,9.49706091001758,-1,"chain",0
46,2,8.62552517419645,-1,"chain",0
46,3,4.25083727415638,-1,"chain",3
46,4,8.35879599934828,-1,"chain",2
46,5,8.93751823439622,1,"chain",0
47,1,9.24562901957019,-1,"chain",0
47,2,8.22761945877189,-1,"chain",0
47,3,3.46988362189383,-1,"chain",3
47,4,7.98960629732073,-1,"chain",2
47,5,9.48566777073405,1,"chain",0
48,1,8.72107720570316,-1,"chain",0
48,2,7.82971374334732,-1,"chain",0
48,3,2.50117654032986,-1,"chain",1
48,4,7.62041659529318,-1,"chain",2
48,5,9.59028368753146,1,"chain",0
49,1,8.19652539183613,-1,"chain",0
49,2,7.43180802792275,-1,"chain",0
49,3,1.26058436540042,-1,"chain",0
49,4,7.25122689326562,-1,"chain",4
49,5,9.69489960432887,1,"chain",0
50,1,7.94104722797347,-1,"chain",0
50,2,7.03390231249818,-1,"chain",0
50,3,1.23489477883265,-1,"chain",0
50,4,7.02431072755519,-1,"chain",4
50,5,9.79951552112628,1,"chain",0
51,1,7.6855690641108,-1,"chain",0
51,2,6.80486131726112,-1,"chain",0
51,3,1.20920519226488,-1,"chain",0
51,4,6.79739456184476,-1,"chain",4
51,5,9.9041314379237,1,"chain",0
52,1,7.43009090024814,-1,"chain",0
52,2,6.57582032202406,-1,"chain",0
52,3,1.18351560569711,-1,"chain",0
52,4,6.57047839613432,-1,"chain",4
52,5,9.52546211755583,-1,"chain",0
53,1,7.17461273638547,-1,"chain",0
53,2,6.346779326787,-1,"chain",0
53,3,1.15782601912934,-1,"chain",0
53,4,6.34356223042389,-1,"chain",4
53,5,9.14679279718797,-1,"chain",0
54,1,6.53402975929914,-1,"chain",0
54,2,6.11773833154994,-1,"chain",0
54,3,1.13213643256156,-1,"chain",0
54,4,6.11664606471345,-1,"chain",4
54,5,8.78340073441373,-1,"chain",0
55,1,6.18251647340188,-1,"chain",0
55,2,5.861615612082,-1,"chain",0
55,3,1.10644684599379,-1,"chain",0
55,4,5.86077363133184,-1,"chain",4
55,5,8.42000867163949,-1,"chain",0
56,1,5.83100318750462,-1,"chain",0
56,2,5.60549289261406,-1,"chain",0
56,3,1.08075725942602,-1,"chain",0
56,4,5.60490119795024,-1,"chain",4
56,5,8.05661660886525,-1,"chain",0
57,1,5.47948990160736,-1,"chain",0
57,2,5.34937017314612,-1,"chain",0
57,3,1.05506767285825,-1,"chain",0
57,4,5.34902876456863,-1,"chain",4
57,5,7.69322454609101,-1,"chain",0
58,1,5.12797661571009,-1,"chain",0
58,2,5.09324745367819,-1,"chain",0
58,3,1.02937808629048,-1,"chain",0
58,4,5.09315633118702,-1,"chain",3
58,5,7.32983248331677,-1,"chain",0
59,1,5.03259413700422,-1,"chain",0
59,2,5.00080169680842,-1,"chain",0
59,3,1.00368849972271,-1,"chain",0
59,4,4.88219485381319,-1,"chain",3
59,5,7.00184204307383,-1,"chain",0
60,1,4.93721165829834,-1,"chain",0
60,2,4.90835593993866,-1,"chain",0
60,3,1.89012728882561,1,"chain",0
60,4,4.67123337643936,-1,"chain",3
60,5,6.67385160283089,-1,"chain",0
61,1,4.84182917959246,-1,"chain",0
61,2,4.81591018306889,-1,"chain",0
61,3,2.25288068781823,1,"chain",0
61,4,4.46027189906552,-1,"chain",3
61,5,6.34586116258795,-1,"chain",0
62,1,4.74644670088658,-1,"chain",0
62,2,4.72346442619913,-1,"chain",0
62,3,2.61563408681085,1,"chain",0
62,4,4.24931042169169,-1,"chain",3
62,5,6.01787072234501,-1,"chain",0
63,1,4.65106422218071,-1,"chain",0
63,2,4.63101866932937,-1,"chain",0
63,3,2.97838748580347,1,"chain",4
63,4,4.03834894431786,-1,"chain",2
63,5,5.26916862218982,-1,"chain",0
64,1,4.55568174347483,-1,"chain",0
64,2,4.5385729124596,-1,"chain",0
64,3,3.28786655991065,1,"chain",4
64,4,3.90049323988789,-1,"chain",2
64,5,5.08912369214414,-1,"chain",0
65,1,4.46382102889004,-1,"chain",0
65,2,4.44954048845881,-1,"chain",0
65,3,3.59734563401782,1,"chain",4
65,4,3.76263753545791,-1,"chain",2
65,5,4.90907876209846,-1,"chain",0
66,1,4.37196031430524,-1,"chain",0
66,2,4.36050806445801,-1,"chain",0
66,3,3.906824708125,1,"chain",4
66,4,3.62478183102794,-1,"chain",2
66,5,4.72903383205278,-1,"chain",0
67,1,4.28009959972045,-1,"chain",0
67,2,4.27147564045722,-1,"chain",0
67,3,4.62531440828656,1,"chain",4
67,4,3.48692612659797,-1,"chain",2
67,5,4.5489889020071,-1,"chain",0
68,1,4.18823888513566,-1,"chain",0
68,2,4.18244321645643,-1,"chain",0
68,3,5.05680342038332,1,"chain",4
68,4,3.34907042216799,-1,"chain",2
68,5,4.36894397196142,-1,"chain",0
69,1,4.09637817055087,-1,"chain",0
69,2,4.09341079245563,-1,"chain",0
69,3,5.48829243248008,1,"chain",4
69,4,3.21121471773802,-1,"chain",2
69,5,4.18889904191574,-1,"chain",0
70,1,4.00451745596608,-1,"chain",0
70,2,4.00437836845484,-1,"chain",0
70,3,5.91978144457685,1,"chain",4
70,4,3.07335901330805,-1,"chain",2
70,5,4.00885411187006,-1,"chain",0
71,1,3.49601898059698,-1,"chain",0
71,2,3.37346838743495,-1,"chain",0
71,3,6.62108442287282,1,"chain",3
71,4,2.69930655921665,-1,"chain",2
71,5,3.37513264935889,-1,"chain",0
72,1,3.22064660651389,-1,"chain",0
72,2,3.12065391416863,-1,"chain",0
72,3,7.49534109136547,1,"chain",3
72,4,2.32525410512526,-1,"chain",0
72,5,2.6395872216568,-1,"chain",0
73,1,2.94527423243079,-1,"chain",0
73,2,2.86783944090231,-1,"chain",0
73,3,7.89753613684838,1,"chain",3
73,4,1.73136207085632,-1,"chain",0
73,5,2.50101677046279,-1,"chain",0
74,1,2.6699018583477,-1,"chain",0
74,2,2.61502496763599,-1,"chain",0
74,3,8.29973118233128,1,"chain",3
74,4,1.13747003658737,-1,"chain",0
74,5,2.36244631926878,-1,"chain",0
75,1,2.3945294842646,-1,"chain",0
75,2,2.36221049436967,-1,"chain",0
75,3,8.70192622781418,1,"chain",2
75,4,1.12348835912518,-1,"chain",0
75,5,2.22387586807477,-1,"chain",0
76,1,2.11915711018151,-1,"chain",0
76,2,2.10939602110335,-1,"chain",0
76,3,9.06703806632841,1,"chain",2
76,4,1.10950668166298,-1,"chain",0
76,5,2.08530541688076,-1,"chain",0
77,1,1.9486371463056,-1,"chain",0
77,2,1.94036330199572,-1,"chain",0
77,3,9.43214990484265,1,"chain",2
77,4,1.09552500420079,-1,"chain",0
77,5,1.94673496568675,-1,"chain",0
78,1,1.7781171824297,-1,"chain",0
78,2,1.7713305828881,-1,"chain",0
78,3,9.79726174335688,1,"chain",0
78,4,1.0815433267386,-1,"chain",0
78,5,1.80816451449274,-1,"chain",0
