"born","origin","board","bus","arrive","destination","eventPtr","alg","distance","service.time"
2.14749728997561,1,3,2,36.6568566246647,9,1,"elevator",8,34.5093593346891
2.87403698371027,1,3,2,11.7415068865666,4,1,"elevator",3,8.86746990285633
3.47533178295244,1,29.761137437196,4,45.1967874587016,10,1,"elevator",9,41.7214556757492
4.65072648316799,1,30.769293232712,5,35.0301128227513,3,1,"elevator",2,30.3793863395833
4.68152030041619,1,30.769293232712,5,45.9991285557924,5,1,"elevator",4,41.3176082553762
6.31674034741865,1,30.769293232712,5,35.0301128227513,3,1,"elevator",2,28.7133724753326
6.39328113232897,1,30.769293232712,5,49.9080224799625,6,1,"elevator",5,43.5147413476335
7.27951603599506,1,30.769293232712,5,44.9894978484935,4,1,"elevator",3,37.7099818124984
7.50063734911159,1,30.769293232712,5,51.7937743525134,8,1,"elevator",7,44.2931370034018
9.04713106929082,1,30.769293232712,5,44.9894978484935,4,1,"elevator",3,35.9423667792027
1.636411935007,2,3.41921482413056,1,18.9287204214709,6,1,"elevator",4,17.2923084864639
1.83941006558927,2,3.41921482413056,1,24.5461293472668,10,1,"elevator",8,22.7067192816775
1.96955711665543,2,3.41921482413056,1,23.1596479385385,9,1,"elevator",7,21.1900908218831
2.77087899005476,2,3.41921482413056,1,18.9287204214709,6,1,"elevator",4,16.1578414314161
3.49106151314412,2,4.74708628935913,2,33.7598514249677,8,1,"elevator",6,30.2687899118236
4.33332820774667,2,31.7390351430494,4,37.486355306626,5,1,"elevator",3,33.1530270988793
4.47075368303485,2,31.7390351430494,4,40.3467098686944,8,1,"elevator",6,35.8759561856595
5.29817586041191,2,31.7390351430494,4,37.1604945588089,4,1,"elevator",2,31.862318698397
5.31388670087927,2,31.7390351430494,4,38.5749065993219,7,1,"elevator",5,33.2610198984426
7.09242455348488,2,31.7390351430494,4,37.486355306626,5,1,"elevator",3,30.3939307531411
1.44788782112507,3,5.98470620620629,2,21.0708017709632,6,1,"elevator",3,19.6229139498381
2.07857733359767,3,5.98470620620629,2,12.812946666,5,1,"elevator",2,10.7343693324023
3.05625198544666,3,5.98470620620629,2,12.812946666,5,1,"elevator",2,9.75669468055334
3.81496168299613,3,5.98470620620629,2,36.6568566246647,9,1,"elevator",6,32.8418949416686
3.82441120742788,3,5.98470620620629,2,37.6410422562801,10,1,"elevator",7,33.8166310488522
4.04600457250108,3,22.6093389873552,4,26.7773848562806,1,1,"elevator",2,22.7313802837795
4.65022809951534,3,5.98470620620629,2,37.6410422562801,10,1,"elevator",7,32.9908141567648
4.69013947210242,3,22.6093389873552,4,26.7773848562806,1,1,"elevator",2,22.0872453841782
4.72508413599786,3,5.98470620620629,2,26.1961060586669,7,1,"elevator",4,21.471021922669
6.44374508657454,3,10.0755920970646,1,23.1596479385385,9,1,"elevator",6,16.715902851964
0.351469358429313,4,11.8911874380819,1,23.1596479385385,9,1,"elevator",5,22.8081785801092
1.07151046705743,4,11.8911874380819,1,18.9287204214709,6,1,"elevator",2,17.8572099544135
14.8056411456766,4,37.1604945588089,4,43.7106146136964,9,1,"elevator",5,28.9049734680198
2.96971453379192,5,3,3,9.80405880776483,7,1,"elevator",2,6.83434427397291
11.7858105275364,5,24,3,34.449996850666,10,1,"elevator",5,22.6641863231296
13.1839904979076,5,37.486355306626,4,40.3467098686944,8,1,"elevator",3,27.1627193707868
0.650893258862197,6,18.3723475134222,5,22.2196275365842,2,1,"elevator",4,21.568734277722
3.37598182244175,6,18.8536303465551,4,24.8642413477627,2,1,"elevator",4,21.4882595253209
4.21036088356697,6,5.19053454408493,3,10.7483888729447,8,1,"elevator",2,6.53802798937773
3.29561423555604,7,14.2795941343192,5,22.2196275365842,2,1,"elevator",5,18.9240133010282
9.39276805785695,7,14.2795941343192,5,20.0857027303649,5,1,"elevator",2,10.692934672508
11.541611656409,7,14.2795941343192,5,20.4368969356572,4,1,"elevator",3,8.8952852792482
1.9632137613371,8,6.78549165018689,4,8.18339160807289,10,1,"elevator",2,6.22017784673579
13.8118846195268,8,15.0894649040772,4,24.8642413477627,2,1,"elevator",6,11.0523567282359
17.922161129084,8,29.3307530632755,1,42.0992912122227,2,1,"elevator",6,24.1771300831387
1.62475671552335,9,6.52884818960853,5,18.3723475134222,6,1,"elevator",3,16.7475907978988
2.09343120863605,9,6.52884818960853,5,22.2196275365842,2,1,"elevator",7,20.1261963279481
5.89509822511646,9,6.52884818960853,5,18.3723475134222,6,1,"elevator",3,12.4772492883057
4.55865971419617,10,13.0047984100674,4,24.8642413477627,2,1,"elevator",8,20.3055816335665
16.7965450441711,10,27.8494776655123,1,29.3307530632755,8,1,"elevator",2,12.5342080191044
21.277440661387,10,27.8494776655123,1,45.3321301602335,1,1,"elevator",9,24.0546894988465
1.83584305821898,1,2,2,18.688184602315,5,1,"elevator",4,16.852341544096
2.23668390371594,1,24.5441388546272,4,31.5707319534612,4,1,"elevator",3,29.3340480497453
2.50628818710092,1,24.5441388546272,4,31.5707319534612,4,1,"elevator",3,29.0644437663603
5.42518728348144,1,24.5441388546272,4,29.5759071837798,3,1,"elevator",2,24.1507199002984
7.07062484251032,1,24.5441388546272,4,31.5707319534612,4,1,"elevator",3,24.5001071109509
7.77921057259686,1,24.5441388546272,4,31.5707319534612,4,1,"elevator",3,23.7915213808643
8.255693593994,1,24.5441388546272,4,29.5759071837798,3,1,"elevator",2,21.3202135897858
8.26057435803823,1,24.5441388546272,4,44.9457822679668,10,1,"elevator",9,36.6852079099286
10.6050061922076,1,24.5441388546272,4,31.5707319534612,4,1,"elevator",3,20.9657257612536
12.3843671793696,1,24.5441388546272,4,41.3465377607045,8,1,"elevator",7,28.9621705813349
2.99709462357645,2,6.06495048538211,1,23.9216064003313,8,1,"elevator",6,20.9245117767548
3.07521490683738,2,6.06495048538211,1,19.3504220628056,7,1,"elevator",5,16.2752071559682
5.19587766483821,2,6.06495048538211,1,10.1014369769522,4,1,"elevator",2,4.90555931211399
5.21403265464187,2,6.06495048538211,1,28.7933383511725,10,1,"elevator",8,23.5793056965306
5.85598322887972,2,6.06495048538211,1,12.3665159928272,5,1,"elevator",3,6.51053276394748
5.9896662546165,2,6.06495048538211,1,23.9216064003313,8,1,"elevator",6,17.9319401457148
6.37501845404801,2,35.992640347732,5,47.2786517938582,7,1,"elevator",5,40.9036333398102
9.84232273386571,2,27.7334108117331,4,44.9457822679668,10,1,"elevator",8,35.1034595341011
11.3351164026411,2,27.7334108117331,4,44.4128354465264,9,1,"elevator",7,33.0777190438853
12.04360525811,2,35.992640347732,5,42.2619474989129,6,1,"elevator",4,30.2183422408029
0.45826866918947,3,6.59006181706615,4,15.8926490522719,1,1,"elevator",2,15.4343803830824
1.3521897259098,3,5.38886899306419,2,24.5118193278702,10,1,"elevator",7,23.1596296019604
1.76501678507072,3,5.38886899306419,2,21.8636907464183,8,1,"elevator",5,20.0986739613476
2.35262277926546,3,5.38886899306419,2,23.4262014420615,9,1,"elevator",6,21.073578662796
3.27469560797079,3,5.38886899306419,2,23.4262014420615,9,1,"elevator",6,20.1515058340907
3.98921188069715,3,5.38886899306419,2,21.8636907464183,8,1,"elevator",5,17.8744788657212
4.70974147045717,3,5.38886899306419,2,19.672420002156,6,1,"elevator",3,14.9626785316988
4.74558691546053,3,6.59006181706615,4,15.8926490522719,1,1,"elevator",2,11.1470621368114
7.00445362592284,3,20.2725920466957,5,23.3695716703359,1,1,"elevator",2,16.3651180444131
8.41024262488968,3,29.5759071837798,4,44.4128354465264,9,1,"elevator",6,36.0025928216367
0.718671965054169,4,31.5707319534612,4,41.3465377607045,8,1,"elevator",4,40.6278657956503
